,0,1,2,3,4
raw_material_1,0.6840737016933781,-0.07084298044619486,-0.1891582124539758,-0.18089692722615192,0.677140986172283
raw_material_2,0.04655823430076943,-0.2625845718089041,0.8976177554742795,0.2525313819284924,0.2437046156012051
raw_material_3,-0.6834844419108853,0.16125539001690456,-0.1305825415754839,0.08778252395353146,0.6943256765958582
temperature,0.005087735220812967,0.6727980743864567,0.37582973091454114,-0.6372353406810567,-1.867272064626241e-18
time,0.25039695302939036,0.6688572830296512,-0.014203834514783643,0.6998067961493852,-1.1213996671755315e-17
