,0,1,2,3,4
contribution_ratio,0.4021044349085298,0.30282632845130913,0.21488250001596737,0.08018673662419372,2.9790540470765072e-33
cumulative_contribution_ratio,0.4021044349085298,0.704930763359839,0.9198132633758063,1.0,1.0
